index,ship_name,fandom,rpf,gender_combo,race_combo,orientation_combo,gen_ship,canon,canon_alignment,incest,country_of_origin,language,member_no,member_1,member_2,member_3,member_4
Hatsune Miku / Vocaloid | 初音ミク / ボーカロイド - Kamishiro Rui x Tenma Tsukasa,Kamishiro Rui x Tenma Tsukasa,Hatsune Miku / Vocaloid | 初音ミク / ボーカロイド,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Kamishiro Rui,Tenma Tsukasa,,
Hawaii Five-0 - Danny 'Danno' Williams x Steve McGarrett,Danny 'Danno' Williams x Steve McGarrett,Hawaii Five-0,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,Danny 'Danno' Williams,Steve McGarrett,,
Hazbin Hotel Universe - Alastor x Lucifer Magne/Morningstar,Alastor x Lucifer Magne/Morningstar,Hazbin Hotel Universe,False,M / M,N.H.,acearo / bi,False,No,conflicted,No,USA,English,2,Alastor,Lucifer Magne/Morningstar,,
Hazbin Hotel Universe - Alastor x Vox,Alastor x Vox,Hazbin Hotel Universe,False,M / M,N.H.,acearo / bi,False,No,conflicted,No,USA,English,2,Alastor,Vox,,
Hazbin Hotel Universe - Angel Dust x Husk,Angel Dust x Husk,Hazbin Hotel Universe,False,M / M,N.H.,gay / bi,False,One-sided,aligned,No,USA,English,2,Angel Dust,Husk,,
Hazbin Hotel Universe - Blitzo Buckzo x Stolas Goetia,Blitzo Buckzo x Stolas Goetia,Hazbin Hotel Universe,False,M / M,N.H.,bi / gay,False,Yes,aligned,No,USA,English,2,Blitzo Buckzo,Stolas Goetia,,
Hazbin Hotel Universe - Charlotte 'Charlie' Magne/Morningstar x Vaggie,Charlotte 'Charlie' Magne/Morningstar x Vaggie,Hazbin Hotel Universe,False,F / F,N.H.,bi / gay,False,Yes,aligned,No,USA,English,2,Charlotte 'Charlie' Magne/Morningstar,Vaggie,,
Hazbin Hotel Universe - Valentino x Vox,Valentino x Vox,Hazbin Hotel Universe,False,M / M,N.H.,bi,False,Yes,aligned,No,USA,English,2,Valentino,Vox,,
Heartstopper - Charles 'Charlie' Spring x Nicholas 'Nick' Nelson,Charles 'Charlie' Spring x Nicholas 'Nick' Nelson,Heartstopper,False,M / M,White,gay / bi,False,Yes,aligned,No,UK,English,2,Charles 'Charlie' Spring,Nicholas 'Nick' Nelson,,
Heaven Official's Blessing | 天官赐福 - Hua Cheng x Xie Lian,Hua Cheng x Xie Lian,Heaven Official's Blessing | 天官赐福,False,M / M,E Asian,gay,False,Yes,aligned,No,China,Chinese,2,Hua Cheng,Xie Lian,,
Hetalia | ヘタリア - Alfred F. Jones | America x Arthur Kirkland | England,Alfred F. Jones | America x Arthur Kirkland | England,Hetalia | ヘタリア,False,M / M,White,unspecified,False,No,ambiguous,non-blood related,Japan,Japanese,2,Alfred F. Jones | America,Arthur Kirkland | England,,
Hockey - Jonathan Toews x Patrick Kane,Jonathan Toews x Patrick Kane,Hockey,True,M / M,White,unspecified / str8,False,No,conflicted,No,Canada / USA,English,2,Jonathan Toews,Patrick Kane,,
Holby City - Bernie Wolfe x Serena Campbell,Bernie Wolfe x Serena Campbell,Holby City,False,F / F,White,bi,False,Yes,aligned,No,UK,English,2,Bernie Wolfe,Serena Campbell,,
Homestuck - Aranea Serket x Meenah Peixes,Aranea Serket x Meenah Peixes,Homestuck,False,F / F,Ambig,bi,False,No,aligned,No,USA,English,2,Aranea Serket,Meenah Peixes,,
Homestuck - Calliope x Roxy Lalonde,Calliope x Roxy Lalonde,Homestuck,False,F / F,N.H. / Ambig,unspecified / str8,False,No,conflicted,No,USA,English,2,Calliope,Roxy Lalonde,,
Homestuck - Dave Strider x John Egbert,Dave Strider x John Egbert,Homestuck,False,M / M,Ambig,bi / str8,False,No,conflicted,No,USA,English,2,Dave Strider,John Egbert,,
Homestuck - Dave Strider x Karkat Vantas,Dave Strider x Karkat Vantas,Homestuck,False,M / M,Ambig,bi,False,Yes,aligned,No,USA,English,2,Dave Strider,Karkat Vantas,,
Homestuck - Dirk Strider x Jake English,Dirk Strider x Jake English,Homestuck,False,M / M,Ambig,gay / bi,False,Yes,aligned,No,USA,English,2,Dirk Strider,Jake English,,
Homestuck - Jade Harley x Rose Lalonde,Jade Harley x Rose Lalonde,Homestuck,False,F / F,Ambig,str8 / gay,False,No,conflicted,No,USA,English,2,Jade Harley,Rose Lalonde,,
Homestuck - Jane Crocker x Roxy Lalonde,Jane Crocker x Roxy Lalonde,Homestuck,False,F / F,Ambig,str8,False,No,conflicted,No,USA,English,2,Jane Crocker,Roxy Lalonde,,
Homestuck - John Egbert x Karkat Vantas,John Egbert x Karkat Vantas,Homestuck,False,M / M,Ambig,str8 / bi,False,No,conflicted,No,USA,English,2,John Egbert,Karkat Vantas,,
Homestuck - Kanaya Maryam x Rose Lalonde,Kanaya Maryam x Rose Lalonde,Homestuck,False,F / F,N.H. / Ambig,bi / gay,False,Yes,aligned,No,USA,English,2,Kanaya Maryam,Rose Lalonde,,
Homestuck - Kanaya Maryam x Vriska Serket,Kanaya Maryam x Vriska Serket,Homestuck,False,F / F,N.H.,bi,False,Yes,aligned,No,USA,English,2,Kanaya Maryam,Vriska Serket,,
Homestuck - Terezi Pyrope x Vriska Serket,Terezi Pyrope x Vriska Serket,Homestuck,False,F / F,N.H.,bi,False,Yes,aligned,No,USA,English,2,Terezi Pyrope,Vriska Serket,,
Honkai: Star Rail | 崩坏：星穹铁道 - Dan Feng x Yingxing | Blade,Dan Feng x Yingxing | Blade,Honkai: Star Rail | 崩坏：星穹铁道,False,M / M,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Dan Feng,Yingxing | Blade,,
Honkai: Star Rail | 崩坏：星穹铁道 - Dan Heng x Yingxing | Blade,Dan Heng x Yingxing | Blade,Honkai: Star Rail | 崩坏：星穹铁道,False,M / M,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Dan Heng,Yingxing | Blade,,
Honkai: Star Rail | 崩坏：星穹铁道 - Dr. Veritas Ratio x Kakavasha | Aventurine,Dr. Veritas Ratio x Kakavasha | Aventurine,Honkai: Star Rail | 崩坏：星穹铁道,False,M / M,Ambig / Romani,unspecified,False,No,ambiguous,No,China,Chinese,2,Dr. Veritas Ratio,Kakavasha | Aventurine,,
House M.D. - Greg House x James Wilson,Greg House x James Wilson,House M.D.,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,Greg House,James Wilson,,
Hunger Games / Panem Universe - Johanna Mason x Katniss Everdeen,Johanna Mason x Katniss Everdeen,Hunger Games / Panem Universe,False,F / F,White / Ambig,unspecified / str8,False,No,conflicted,No,USA,English,2,Johanna Mason,Katniss Everdeen,,
Hunger Games / Panem Universe - Katniss Everdeen x Peeta Mellark,Katniss Everdeen x Peeta Mellark,Hunger Games / Panem Universe,False,F / M,Ambig / White,str8,False,Yes,aligned,No,USA,English,2,Katniss Everdeen,Peeta Mellark,,
IT - Ben Hanscom x Beverly Marsh,Ben Hanscom x Beverly Marsh,IT,False,M / F,White,str8,False,Yes,aligned,No,USA,English,2,Ben Hanscom,Beverly Marsh,,
IT - Eddie Kaspbrak & Richie Tozier,Eddie Kaspbrak & Richie Tozier,IT,False,M / M,White,str8 / gay,True,gen ship,gen ship,gen ship,USA,English,2,Eddie Kaspbrak,Richie Tozier,,
IT - Eddie Kaspbrak x Richie Tozier,Eddie Kaspbrak x Richie Tozier,IT,False,M / M,White,str8 / gay,False,One-sided,conflicted,No,USA,English,2,Eddie Kaspbrak,Richie Tozier,,
Inception - Arthur x Eames,Arthur x Eames,Inception,False,M / M,White,unspecified,False,No,ambiguous,No,USA,English,2,Arthur,Eames,,
James Bond Universe - James Bond x Q,James Bond x Q,James Bond Universe,False,M / M,White,str8 / unspecified,False,No,conflicted,No,UK,English,2,James Bond,Q,,
JoJo's Bizarre Adventure | ジョジョの奇妙な冒険 - Bruno Buccellati x Leone Abbacchio,Bruno Buccellati x Leone Abbacchio,JoJo's Bizarre Adventure | ジョジョの奇妙な冒険,False,M / M,Latin,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Bruno Buccellati,Leone Abbacchio,,
JoJo's Bizarre Adventure | ジョジョの奇妙な冒険 - Kakyoin Noriaki x Kujo 'Jojo' Jotaro,Kakyoin Noriaki x Kujo 'Jojo' Jotaro,JoJo's Bizarre Adventure | ジョジョの奇妙な冒険,False,M / M,E Asian / E Asian (Multi),unspecified / str8,False,No,conflicted,No,Japan,Japanese,2,Kakyoin Noriaki,Kujo 'Jojo' Jotaro,,
Journey to the West Universe - Liu'Er Mihou | Six-eared Macaque x Sun Wukong | Monkey King,Liu'Er Mihou | Six-eared Macaque x Sun Wukong | Monkey King,Journey to the West Universe,False,M / M,N.H.,unspecified,False,No,ambiguous,No,China,Chinese,2,Liu'Er Mihou | Six-eared Macaque,Sun Wukong | Monkey King,,
Jujutsu Kaisen | 呪術廻戦 - Fushiguro Megumi x Itadori Yuuji,Fushiguro Megumi x Itadori Yuuji,Jujutsu Kaisen | 呪術廻戦,False,M / M,E Asian,unspecified / str8,False,No,conflicted,No,Japan,Japanese,2,Fushiguro Megumi,Itadori Yuuji,,
Jujutsu Kaisen | 呪術廻戦 - Getou Suguru & Gojo Satoru,Getou Suguru & Gojo Satoru,Jujutsu Kaisen | 呪術廻戦,False,M / M,E Asian,unspecified,True,gen ship,gen ship,gen ship,Japan,Japanese,2,Getou Suguru,Gojo Satoru,,
Jujutsu Kaisen | 呪術廻戦 - Getou Suguru x Gojo Satoru,Getou Suguru x Gojo Satoru,Jujutsu Kaisen | 呪術廻戦,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Getou Suguru,Gojo Satoru,,
Jujutsu Kaisen | 呪術廻戦 - Gojo Satoru x Itadori Yuuji,Gojo Satoru x Itadori Yuuji,Jujutsu Kaisen | 呪術廻戦,False,M / M,E Asian,unspecified / str8,False,No,conflicted,No,Japan,Japanese,2,Gojo Satoru,Itadori Yuuji,,
Jujutsu Kaisen | 呪術廻戦 - Gojo Satoru x Y/N | Reader,Gojo Satoru x Y/N | Reader,Jujutsu Kaisen | 呪術廻戦,False,M / Ambig,E Asian / Ambig,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Gojo Satoru,Y/N | Reader,,
Jujutsu Kaisen | 呪術廻戦 - Kugisaki Nobara x Zenin Maki,Kugisaki Nobara x Zenin Maki,Jujutsu Kaisen | 呪術廻戦,False,F / F,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Kugisaki Nobara,Zenin Maki,,
Julie and The Phantoms - Alex Mercer x Willie,Alex Mercer x Willie,Julie and The Phantoms,False,M / M,White / Am Ind / E Asian (Multi),gay,False,Yes,aligned,No,USA,English,2,Alex Mercer,Willie,,
Julie and The Phantoms - Julie Molina x Luke Patterson,Julie Molina x Luke Patterson,Julie and The Phantoms,False,F / M,Latin / White,str8,False,Yes,aligned,No,USA,English,2,Julie Molina,Luke Patterson,,
Kill la Kill | キルラキル - Kiryuuin Satsuki x Matoi Ryuuko,Kiryuuin Satsuki x Matoi Ryuuko,Kill la Kill | キルラキル,False,F / F,E Asian,unspecified / gay,False,No,ambiguous,Yes,Japan,Japanese,2,Kiryuuin Satsuki,Matoi Ryuuko,,
Killing Eve - Eve Polastri x Oksana Anatolyevna Astankova | Villanelle,Eve Polastri x Oksana Anatolyevna Astankova | Villanelle,Killing Eve,False,F / F,E Asian / White,bi / gay,False,Yes,aligned,No,UK,English,2,Eve Polastri,Oksana Anatolyevna Astankova | Villanelle,,
Kim Possible - Kim Possible x Shego,Kim Possible x Shego,Kim Possible,False,F / F,White,str8,False,No,conflicted,No,USA,English,2,Kim Possible,Shego,,
Kingsman - Gary 'Eggsy' Unwin x Harry Hart,Gary 'Eggsy' Unwin x Harry Hart,Kingsman,False,M / M,White,str8 / unspecified,False,No,conflicted,No,UK,English,2,Gary 'Eggsy' Unwin,Harry Hart,,
KinnPorsche | คินน์พอร์ช เดอะ ซีรีส์ - Kim Theerapanyakun | Wik x Porchay Pichaya Kittisawat,Kim Theerapanyakun | Wik x Porchay Pichaya Kittisawat,KinnPorsche | คินน์พอร์ช เดอะ ซีรีส์,False,M / M,SE Asian,unspecified,False,No,ambiguous,No,Thailand,Thai,2,Kim Theerapanyakun | Wik,Porchay Pichaya Kittisawat,,
KinnPorsche | คินน์พอร์ช เดอะ ซีรีส์ - Kinn Anakinn Theerapanyakun x Porsche Pachara Kittisawat,Kinn Anakinn Theerapanyakun x Porsche Pachara Kittisawat,KinnPorsche | คินน์พอร์ช เดอะ ซีรีส์,False,M / M,SE Asian,gay / unspecified,False,Yes,ambiguous,No,Thailand,Thai,2,Kinn Anakinn Theerapanyakun,Porsche Pachara Kittisawat,,
KinnPorsche | คินน์พอร์ช เดอะ ซีรีส์ - Pete Phongsakorn Saengtham x Vegas Kornwit Theerapanyakun,Pete Phongsakorn Saengtham x Vegas Kornwit Theerapanyakun,KinnPorsche | คินน์พอร์ช เดอะ ซีรีส์,False,M / M,SE Asian,bi / gay,False,Yes,aligned,No,Thailand,Thai,2,Pete Phongsakorn Saengtham,Vegas Kornwit Theerapanyakun,,
Law & Order - Alexandra Cabot x Olivia Benson,Alexandra Cabot x Olivia Benson,Law & Order,False,F / F,White,unspecified / str8,False,No,conflicted,No,USA,English,2,Alexandra Cabot,Olivia Benson,,
Law & Order - Elliot Stabler x Olivia Benson,Elliot Stabler x Olivia Benson,Law & Order,False,M / F,White,str8,False,Yes,aligned,No,USA,English,2,Elliot Stabler,Olivia Benson,,
Legend of the Seeker - Cara Mason x Kahlan Amnell,Cara Mason x Kahlan Amnell,Legend of the Seeker,False,F / F,White,str8,False,No,conflicted,No,USA,English,2,Cara Mason,Kahlan Amnell,,
Les Misérables - Cosette Fauchelevent x Éponine Thénardier,Cosette Fauchelevent x Éponine Thénardier,Les Misérables,False,F / F,White / Ambig,str8,False,No,conflicted,No,France / UK / USA,English,2,Cosette Fauchelevent,Éponine Thénardier,,
Les Misérables - Enjolras x Grantaire,Enjolras x Grantaire,Les Misérables,False,M / M,White,unspecified,False,No,ambiguous,No,France / UK / USA,English,2,Enjolras,Grantaire,,
Life Is Strange - Chloe Price x Maxine 'Max' Caulfield,Chloe Price x Maxine 'Max' Caulfield,Life Is Strange,False,F / F,White,gay / bi,False,Yes,aligned,No,France / Japan,English,2,Chloe Price,Maxine 'Max' Caulfield,,
Life Is Strange - Chloe Price x Rachel Amber,Chloe Price x Rachel Amber,Life Is Strange,False,F / F,White,gay / bi,False,Yes,aligned,No,France / Japan,English,2,Chloe Price,Rachel Amber,,
Life Is Strange - Maxine 'Max' Caulfield x Victoria Chase,Maxine 'Max' Caulfield x Victoria Chase,Life Is Strange,False,F / F,White,bi / str8,False,No,conflicted,No,France / Japan,English,2,Maxine 'Max' Caulfield,Victoria Chase,,
Little Witch Academia | リトルウィッチアカデミア - Atsuko 'Akko' Kagari x Diana Cavendish,Atsuko 'Akko' Kagari x Diana Cavendish,Little Witch Academia | リトルウィッチアカデミア,False,F / F,E Asian / White,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Atsuko 'Akko' Kagari,Diana Cavendish,,
Lockwood & Co. - Anthony Lockwood x Lucy Carlyle,Anthony Lockwood x Lucy Carlyle,Lockwood & Co.,False,M / F,White,unspecified,False,No,ambiguous,No,UK,English,2,Anthony Lockwood,Lucy Carlyle,,
Lord of the Rings Universe - Bilbo Baggins x Thorin Oakenshield,Bilbo Baggins x Thorin Oakenshield,Lord of the Rings Universe,False,M / M,White,unspecified,False,No,ambiguous,No,UK,English,2,Bilbo Baggins,Thorin Oakenshield,,
Lord of the Rings Universe - Fíli x Kíli,Fíli x Kíli,Lord of the Rings Universe,False,M / M,White,unspecified / str8,False,No,conflicted,Yes,UK,English,2,Fíli,Kíli,,
Lost Girl - Bo x Lauren Lewis,Bo x Lauren Lewis,Lost Girl,False,F / F,White,bi / gay,False,Yes,aligned,No,Canada,English,2,Bo,Lauren Lewis,,
Lost Girl - Bo x Tamsin,Bo x Tamsin,Lost Girl,False,F / F,White,bi / gay,False,One-sided,aligned,No,Canada,English,2,Bo,Tamsin,,
Love Live! | ラブライブ! - Ayase Eli x Toujou Nozomi,Ayase Eli x Toujou Nozomi,Love Live! | ラブライブ!,False,F / F,E Asian (Multi) / E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Ayase Eli,Toujou Nozomi,,
Love Live! | ラブライブ! - Nishikino Maki x Yazawa Nico,Nishikino Maki x Yazawa Nico,Love Live! | ラブライブ!,False,F / F,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Nishikino Maki,Yazawa Nico,,
Lucifer - Chloe Decker x Lucifer Morningstar,Chloe Decker x Lucifer Morningstar,Lucifer,False,F / M,White,bi / str8,False,Yes,aligned,No,USA,English,2,Chloe Decker,Lucifer Morningstar,,
MIRROR - Lo Hon-ting | Anson Lo x Lui Cheuk-on | Edan Lui,Lo Hon-ting | Anson Lo x Lui Cheuk-on | Edan Lui,MIRROR,True,M / M,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Lo Hon-ting | Anson Lo,Lui Cheuk-on | Edan Lui,,
Maleficent - Aurora x Maleficent,Aurora x Maleficent,Maleficent,False,F / F,White,str8,False,No,conflicted,non-blood related,USA,English,2,Aurora,Maleficent,,
Marvel - America Chavez | Ms. America x Kate Bishop | Hawkeye,America Chavez | Ms. America x Kate Bishop | Hawkeye,Marvel,False,F / F,Af Lat / White,gay / str8,False,One-sided,conflicted,No,USA,English,2,America Chavez | Ms. America,Kate Bishop | Hawkeye,,
Marvel - Angie Martinelli x Peggy Carter,Angie Martinelli x Peggy Carter,Marvel,False,F / F,White,unspecified / str8,False,No,conflicted,No,USA,English,2,Angie Martinelli,Peggy Carter,,
Marvel - Bruce Banner | Hulk x Tony Stark | Iron Man,Bruce Banner | Hulk x Tony Stark | Iron Man,Marvel,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,Bruce Banner | Hulk,Tony Stark | Iron Man,,
Marvel - Carol Danvers | Ms. Marvel/Captain Marvel x Maria Rambeau | Binary,Carol Danvers | Ms. Marvel/Captain Marvel x Maria Rambeau | Binary,Marvel,False,F / F,White / Black,str8,False,No,conflicted,No,USA,English,2,Carol Danvers | Ms. Marvel/Captain Marvel,Maria Rambeau | Binary,,
Marvel - Charles Xavier | Professor X x Erik Lehnsherr | Magneto,Charles Xavier | Professor X x Erik Lehnsherr | Magneto,Marvel,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,Charles Xavier | Professor X,Erik Lehnsherr | Magneto,,
Marvel - Clint Barton | Hawkeye x Natalia Alianovna 'Natasha' Romanova | Black Widow,Clint Barton | Hawkeye x Natalia Alianovna 'Natasha' Romanova | Black Widow,Marvel,False,M / F,White,str8,False,Yes,aligned,No,USA,English,2,Clint Barton | Hawkeye,Natalia Alianovna 'Natasha' Romanova | Black Widow,,
Marvel - Clint Barton | Hawkeye x Phil Coulson,Clint Barton | Hawkeye x Phil Coulson,Marvel,False,M / M,White,str8 / unspecified,False,No,conflicted,No,USA,English,2,Clint Barton | Hawkeye,Phil Coulson,,
Marvel - Daisy Johnson | Skye x Grant Ward,Daisy Johnson | Skye x Grant Ward,Marvel,False,F / M,E Asian (Multi) / White,str8,False,Yes,aligned,No,USA,English,2,Daisy Johnson | Skye,Grant Ward,,
Marvel - Daisy Johnson | Skye x Jemma Simmons,Daisy Johnson | Skye x Jemma Simmons,Marvel,False,F / F,E Asian (Multi) / White,str8,False,No,conflicted,No,USA,English,2,Daisy Johnson | Skye,Jemma Simmons,,
Marvel - Darcy Lewis x Natalia Alianovna 'Natasha' Romanova | Black Widow,Darcy Lewis x Natalia Alianovna 'Natasha' Romanova | Black Widow,Marvel,False,F / F,White,str8,False,No,conflicted,No,USA,English,2,Darcy Lewis,Natalia Alianovna 'Natasha' Romanova | Black Widow,,
Marvel - Eddie Brock | Venom x Venom (Symbiote),Eddie Brock | Venom x Venom (Symbiote),Marvel,False,M / Other,White / N.H.,str8 / unspecified,False,No,conflicted,No,USA,English,2,Eddie Brock | Venom,Venom (Symbiote),,
Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America & Steve Rogers | Captain America,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America & Steve Rogers | Captain America,Marvel,False,M / M,White,str8,True,gen ship,gen ship,gen ship,USA,English,2,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America,Steve Rogers | Captain America,,
Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Samuel 'Sam' Wilson | Falcon/Captain America,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Samuel 'Sam' Wilson | Falcon/Captain America,Marvel,False,M / M,White / Black,str8,False,No,conflicted,No,USA,English,2,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America,Samuel 'Sam' Wilson | Falcon/Captain America,,
Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,Marvel,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America,Steve Rogers | Captain America,,
Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Tony Stark | Iron Man,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Tony Stark | Iron Man,Marvel,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America,Tony Stark | Iron Man,,
Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Y/N | Reader,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Y/N | Reader,Marvel,False,M / Ambig,White / Ambig,str8 / unspecified,False,No,ambiguous,No,USA,English,2,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America,Y/N | Reader,,
Marvel - Jane Foster | Thor x Thor Odinson,Jane Foster | Thor x Thor Odinson,Marvel,False,F / M,White,str8,False,Yes,aligned,No,USA,English,2,Jane Foster | Thor,Thor Odinson,,
Marvel - Jemma Simmons x Leopold 'Leo' Fitz,Jemma Simmons x Leopold 'Leo' Fitz,Marvel,False,F / M,White,str8,False,Yes,aligned,No,USA,English,2,Jemma Simmons,Leopold 'Leo' Fitz,,
Marvel - Kate Bishop | Hawkeye x Yelena Belova | Black Widow/White Widow,Kate Bishop | Hawkeye x Yelena Belova | Black Widow/White Widow,Marvel,False,F / F,White,str8 / acearo,False,No,conflicted,No,USA,English,2,Kate Bishop | Hawkeye,Yelena Belova | Black Widow/White Widow,,
Marvel - Loki Laufeyson/Odinson x Mobius M. 'Moby' Mobius,Loki Laufeyson/Odinson x Mobius M. 'Moby' Mobius,Marvel,False,M | Other / M,White,bi / unspecified,False,No,ambiguous,No,USA,English,2,Loki Laufeyson/Odinson,Mobius M. 'Moby' Mobius,,
Marvel - Loki Laufeyson/Odinson x Thor Odinson,Loki Laufeyson/Odinson x Thor Odinson,Marvel,False,M | Other / M,White,bi / str8,False,No,conflicted,non-blood related,USA,English,2,Loki Laufeyson/Odinson,Thor Odinson,,
Marvel - Loki Laufeyson/Odinson x Tony Stark | Iron Man,Loki Laufeyson/Odinson x Tony Stark | Iron Man,Marvel,False,M | Other / M,White,bi / str8,False,No,conflicted,No,USA,English,2,Loki Laufeyson/Odinson,Tony Stark | Iron Man,,
Marvel - Loki Laufeyson/Odinson x Y/N | Reader,Loki Laufeyson/Odinson x Y/N | Reader,Marvel,False,M | Other / Ambig,White / Ambig,bi / unspecified,False,No,ambiguous,No,USA,English,2,Loki Laufeyson/Odinson,Y/N | Reader,,
Marvel - Maria Hill x Natalia Alianovna 'Natasha' Romanova | Black Widow,Maria Hill x Natalia Alianovna 'Natasha' Romanova | Black Widow,Marvel,False,F / F,White,str8,False,No,conflicted,No,USA,English,2,Maria Hill,Natalia Alianovna 'Natasha' Romanova | Black Widow,,
Marvel - Michelle 'MJ' Jones x Peter Parker | Spiderman,Michelle 'MJ' Jones x Peter Parker | Spiderman,Marvel,False,F / M,Black (Multi) / White,str8,False,Yes,aligned,No,USA,English,2,Michelle 'MJ' Jones,Peter Parker | Spiderman,,
Marvel - Natalia Alianovna 'Natasha' Romanova | Black Widow x Virginia 'Pepper' Potts | Rescue,Natalia Alianovna 'Natasha' Romanova | Black Widow x Virginia 'Pepper' Potts | Rescue,Marvel,False,F / F,White,str8,False,No,conflicted,No,USA,English,2,Natalia Alianovna 'Natasha' Romanova | Black Widow,Virginia 'Pepper' Potts | Rescue,,
Marvel - Natalia Alianovna 'Natasha' Romanova | Black Widow x Wanda Maximoff | Scarlet Witch,Natalia Alianovna 'Natasha' Romanova | Black Widow x Wanda Maximoff | Scarlet Witch,Marvel,False,F / F,White / Romani,str8,False,No,conflicted,No,USA,English,2,Natalia Alianovna 'Natasha' Romanova | Black Widow,Wanda Maximoff | Scarlet Witch,,
Marvel - Peter Parker | Spiderman & Tony Stark | Iron Man,Peter Parker | Spiderman & Tony Stark | Iron Man,Marvel,False,M / M,White,str8,True,gen ship,gen ship,gen ship,USA,English,2,Peter Parker | Spiderman,Tony Stark | Iron Man,,
Marvel - Peter Parker | Spiderman x Tony Stark | Iron Man,Peter Parker | Spiderman x Tony Stark | Iron Man,Marvel,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,Peter Parker | Spiderman,Tony Stark | Iron Man,,
Marvel - Peter Parker | Spiderman x Wade Wilson | Deadpool,Peter Parker | Spiderman x Wade Wilson | Deadpool,Marvel,False,M / M,White,str8 / bi,False,One-sided,conflicted,No,USA,English,2,Peter Parker | Spiderman,Wade Wilson | Deadpool,,
Marvel - Stephen Strange | Doctor Strange x Tony Stark | Iron Man,Stephen Strange | Doctor Strange x Tony Stark | Iron Man,Marvel,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,Stephen Strange | Doctor Strange,Tony Stark | Iron Man,,
Marvel - Steve Rogers | Captain America x Tony Stark | Iron Man,Steve Rogers | Captain America x Tony Stark | Iron Man,Marvel,False,M / M,White,str8,False,No,conflicted,No,USA,English,2,Steve Rogers | Captain America,Tony Stark | Iron Man,,
Marvel - Steve Rogers | Captain America x Y/N | Reader,Steve Rogers | Captain America x Y/N | Reader,Marvel,False,M / Ambig,White / Ambig,str8 / unspecified,False,No,ambiguous,No,USA,English,2,Steve Rogers | Captain America,Y/N | Reader,,
Marvel - Tony Stark | Iron Man x Virginia 'Pepper' Potts | Rescue,Tony Stark | Iron Man x Virginia 'Pepper' Potts | Rescue,Marvel,False,M / F,White,str8,False,Yes,aligned,No,USA,English,2,Tony Stark | Iron Man,Virginia 'Pepper' Potts | Rescue,,
Mass Effect - Kaidan Alenko x Shepard | Player Character,Kaidan Alenko x Shepard | Player Character,Mass Effect,False,M / Ambig,White / Ambig,str8 / bi,False,Yes,ambiguous,No,Canada,English,2,Kaidan Alenko,Shepard | Player Character,,
Mass Effect - Liara T'Soni x Shepard (Female) | Player Character,Liara T'Soni x Shepard (Female) | Player Character,Mass Effect,False,F / F,N.H. / Ambig,bi,False,Yes,aligned,No,Canada,English,2,Liara T'Soni,Shepard (Female) | Player Character,,
Merlin - Arthur Pendragon x Guinevere 'Gwen' Pendragon,Arthur Pendragon x Guinevere 'Gwen' Pendragon,Merlin,False,M / F,White / Black,str8,False,Yes,aligned,No,UK,English,2,Arthur Pendragon,Guinevere 'Gwen' Pendragon,,
Merlin - Arthur Pendragon x Merlin,Arthur Pendragon x Merlin,Merlin,False,M / M,White,str8,False,No,conflicted,No,UK,English,2,Arthur Pendragon,Merlin,,
